TARGET_FLAG,AGE,HOME_VAL,OLDCLAIM,CAR_AGE,Doctor,Home Maker,Lawyer,Manager,Professional,Student,Panel Truck,Sports Car,Van,PCA_FACTOR
1.0,43.0,1.0,9.09268232850795,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3289389178486668
0.0,49.0,1.0,10.444386409308262,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2967989028636826
0.0,46.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.190728793038766
0.0,45.0,13.140429203215954,8.36799688505411,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.481573146544979
0.0,46.0,12.89335516251997,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0279216269373657
0.0,45.0,12.27153261700196,10.130862140378154,8.32832309502026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9300984318972546
0.0,63.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075541926971578
0.0,44.0,12.350320164820296,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7055621688921524
1.0,45.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.182436504271299
0.0,48.0,11.502066721635352,9.031572493381525,8.32832309502026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.619919938706584
1.0,37.0,12.231793997079803,7.907651594711089,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2980334150169464
0.0,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12260888415111373
1.0,48.0,12.014246058721914,7.10002716662926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4600936966913078
0.0,49.0,11.979103034174098,9.117676687112764,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,44.0,12.66634154567901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.796801819566469
0.0,50.0,13.011691000982992,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.146569769928465
0.0,30.0,11.856359128817818,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5704089177259851
0.0,54.0,12.391859026216615,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5656434146783169
1.0,53.0,11.940680301052456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6392767154297143
0.0,53.0,11.924591308719995,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.4554217123372046
0.0,29.0,12.220798683233006,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1794211304850995
0.0,58.0,1.0,1.0,8.32832309502026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1244650593707104
0.0,55.0,12.062179180155564,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.681252554974682
0.0,55.0,12.333106097189464,6.876264611890766,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6557032490481141
0.0,56.0,12.15832568703244,1.0,8.32832309502026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9067040062205192
0.0,34.0,1.0,6.6320017773956295,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.838167361514776
1.0,34.0,11.102819605212467,7.495541943884256,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,36.0,12.496908489612036,10.363914218718266,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.1968865299798899
1.0,41.0,11.978393825414205,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0991011891924487
1.0,46.0,8.869825013303434,8.450625947144124,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0266871147841017
0.0,42.0,12.291883301943285,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6955609133956009
0.0,38.0,11.642276883663216,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.197186195948609
1.0,33.0,1.0,7.3969486026210145,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.619919938706584
1.0,37.0,11.210332779782693,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.08129585650557
0.0,42.0,11.98705183403309,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1188192738192604
1.0,47.0,12.29172267964627,7.334981878871814,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7665217631280579
0.0,52.0,12.28758811431231,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7456032237943315
0.0,43.0,12.658526295861142,9.416866617466958,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.3120312032533317
0.0,66.0,12.694118775526414,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.3440660357780025
1.0,52.0,12.408454149451895,9.091782035852047,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5130757163285264
0.0,38.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0266871147841017
0.0,47.0,12.529028952097864,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.0279216269373657
0.0,37.0,12.857697065257163,1.0,8.32832309502026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.1415234243596752
0.0,47.0,11.983247793425974,1.0,8.32832309502026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.50256890270786
0.0,61.0,12.037742747362955,1.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.9231502693630755
1.0,41.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3064158228833462
0.0,40.0,12.419864606710211,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7002574249057297
0.0,52.0,12.426372156392649,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.3638182004749035
0.0,58.0,12.951966438898669,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2195976926170482
1.0,38.0,12.063904059509987,6.765038976780541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.544334844924538
1.0,41.0,11.899357249791985,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9002116502864874
0.0,37.0,11.975218191470821,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.075100359246643
0.0,48.0,12.302582105909979,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05508444608438673
0.0,47.0,12.216176429955276,9.161780181360806,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.813561941150951
0.0,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1961144441761355
0.0,47.0,12.488062296851638,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0565020288680698
0.0,44.0,12.303906909878528,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5385700466079655
0.0,46.0,12.6331035315529,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.33006256906303366
0.0,49.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.2073194323608853
0.0,33.0,12.68069994412335,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.089814227823402
1.0,43.0,1.0,1.0,8.32832309502026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0338859798675593
0.0,62.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116765595633278
1.0,42.0,8.869825013303434,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.619919938706584
0.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3454046707942229
0.0,47.0,11.662517197141266,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3250436251733313
0.0,50.0,11.89948634210336,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0279216269373657
0.0,51.0,12.140450871219015,10.83370091325064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905525057223874
0.0,46.0,12.412590756938734,1.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.576247995592816
0.0,50.0,12.447448965105446,8.337827262447915,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.6098098144741164
1.0,43.0,1.0,8.194781638443361,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.280958200679748
1.0,39.0,1.0,7.4604903058253385,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.433449261123895
0.0,43.0,12.250988648151006,8.837971491357209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.3989649190549724
1.0,60.0,12.370187800382139,1.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.106468698386647
0.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.619919938706584
0.0,40.0,12.341717428371545,8.825118970345061,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.18677595712820916
0.0,39.0,12.258854830969145,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.2845088916428127
0.0,38.0,11.605367900359788,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0861520467639334
0.0,42.0,12.101855919939467,6.881411303642535,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.6635890071469417
0.0,42.0,12.63254227275218,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4101010994186358
0.0,49.0,11.727423753459403,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1828125227702713
0.0,36.0,1.0,8.678801706612651,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.695115939213997
0.0,34.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4196522250875131
0.0,49.0,11.28869382189883,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,52.0,11.957431782942436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5176073777189008
0.0,50.0,1.0,1.0,8.32832309502026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2992746157718318
0.0,53.0,1.0,8.728264161496178,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2980334150169464
0.0,55.0,11.996813508089733,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.4690834449726613
0.0,40.0,12.133636352265462,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.26268891075732
0.0,45.0,12.25786306632991,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8182881484633833
0.0,80.0,12.872218550587174,1.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-11.538301912298598
0.0,48.0,11.980012344634565,8.9142228207033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15911226342566648
0.0,37.0,8.869825013303434,1.0,8.32832309502026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4330893090567366
0.0,40.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8204866195740594
0.0,45.0,1.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9212197734620928
1.0,42.0,1.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.1910969706094274
0.0,36.0,12.262008645860407,8.942460926820582,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4659729292745673
0.0,45.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.9093509167554457
0.0,52.0,12.698226022878725,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2438122937970126
0.0,41.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7209889448513103
0.0,36.0,11.777778936481988,9.87225485010503,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.121006548545419
0.0,56.0,11.543047215522751,10.132493884118713,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,53.0,1.0,7.0690234265782586,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.619919938706584
1.0,39.0,12.041911191356409,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4781355634732096
0.0,38.0,12.127310783889694,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.616456911971575
1.0,45.0,1.0,9.766808353620872,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,46.0,12.079840264478127,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0610583878158546
0.0,43.0,12.21051775139238,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.931933828013447
0.0,54.0,1.0,8.619208116822968,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
0.0,55.0,12.975738639828494,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.740977784132667
0.0,61.0,12.331109309897867,8.181160858023409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.034073957813239686
1.0,53.0,12.485781768321354,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.544899267966602
0.0,52.0,12.024388885300743,7.317876198626496,8.32832309502026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.331476410952257
0.0,54.0,12.538751983912684,7.48436864328613,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.668075961366743
0.0,51.0,12.460284538769036,8.692490133273227,8.32832309502026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4955304098198825
0.0,39.0,12.191410682349527,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7765034614147583
0.0,38.0,12.435711059487375,9.04192172035122,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.986230223760793
1.0,42.0,12.24918481559531,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11591088889711021
1.0,31.0,1.0,10.48195313301246,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.171971697810598
0.0,41.0,10.899143839791023,1.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.619919938706584
1.0,36.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.08129585650557
0.0,49.0,11.997990105641268,9.099185322610019,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.636911705118935
0.0,47.0,12.358484671917985,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.20540938445597912
0.0,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5000883098142306
0.0,53.0,12.633772062521812,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.69649084230924
0.0,51.0,12.453526297261913,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.7923485102999916
0.0,51.0,12.69970429650022,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0062072019921793
1.0,36.0,12.441666370781554,10.487907445104293,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8197097258459414
0.0,43.0,12.09641959678699,8.829958044235482,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.2980334150169464
0.0,43.0,12.252813091413989,9.055906318669118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4330893090567366
1.0,53.0,11.591172715621186,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.210487713198091
0.0,40.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.312815659395658
1.0,31.0,11.671884565789792,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.091504379332462
1.0,58.0,8.869825013303434,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1731712006657133
0.0,50.0,12.597340785236993,1.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.715669777724208
0.0,45.0,12.223283682260528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7992067064187425
0.0,46.0,12.728846602812007,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.97722512394299
0.0,47.0,12.445864835936927,8.14902386805177,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0085745342651373
0.0,43.0,12.571114984972393,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.332905307069968
